,full_name,player_id,age,team,search_rank,sport,status,position,last_name,search_last_name,fantasy_positions,first_name,injury_status,search_full_name,active,depth_chart_position,search_first_name
1945,Chris Boswell,1945,31,PIT,412,nfl,Active,K,Boswell,boswell,['K'],Chris,None,chrisboswell,True,PK,chris
2452,Jay Ajayi,2452,28,None,9999999,nfl,Injured Reserve,RB,Ajayi,ajayi,['RB'],Jay,None,jayajayi,True,None,jay
5398,Justin Crawford,5398,26,None,9999999,nfl,Active,RB,Crawford,crawford,['RB'],Justin,None,justincrawford,True,None,justin
3688,Tra Carson,3688,29,None,1084,nfl,Active,RB,Carson,carson,['RB'],Tra,None,tracarson,True,None,tra
221,Brent Celek,221,35,None,9999999,nfl,Inactive,TE,Celek,celek,['TE'],Brent,None,brentcelek,False,None,brent
1520,Michael Williams,1520,30,None,9999999,nfl,Inactive,TE,Williams,williams,['TE'],Michael,None,michaelwilliams,False,None,michael
8241,Anthony Brown,8241,24,BAL,9999999,nfl,Active,QB,Brown,brown,['QB'],Anthony,None,anthonybrown,True,QB,anthony
4828,Rashard Davis,4828,26,None,9999999,nfl,Active,WR,Davis,davis,['WR'],Rashard,None,rasharddavis,True,None,rashard
82,Brandon Jacobs,82,35,None,9999999,nfl,Inactive,RB,Jacobs,jacobs,['RB'],Brandon,None,brandonjacobs,False,None,brandon
745,Marshawn Lynch,745,35,None,621,nfl,Injured Reserve,RB,Lynch,lynch,['RB'],Marshawn,None,marshawnlynch,True,None,marshawn
8207,Tyler Goodson,8207,21,GB,407,nfl,Active,RB,Goodson,goodson,['RB'],Tyler,None,tylergoodson,True,RB,tyler
4531,Ricky Seals-Jones,4531,27,NYG,566,nfl,Inactive,TE,Seals-Jones,sealsjones,['TE'],Ricky,IR,rickysealsjones,True,None,ricky
6822,Jake Fromm,6822,23,None,9999999,nfl,Active,QB,Fromm,fromm,['QB'],Jake,None,jakefromm,True,None,jake
4825,Freddie Brown,4825,34,None,9999999,nfl,Inactive,WR,Brown,brown,['WR'],Freddie,NA,freddiebrown,False,None,freddie
5007,Keke Coutee,5007,25,IND,281,nfl,Active,WR,Coutee,coutee,['WR'],Keke,None,kekecoutee,True,SWR,keke
3378,Brandon Doughty,3378,30,None,9999999,nfl,Inactive,QB,Doughty,doughty,['QB'],Brandon,None,brandondoughty,False,None,brandon
2374,Tyler Lockett,2374,29,SEA,98,nfl,Active,WR,Lockett,lockett,['WR'],Tyler,None,tylerlockett,True,RWR,tyler
1605,Emory Blake,1605,26,None,9999999,nfl,Inactive,WR,Blake,blake,['WR'],Emory,None,emoryblake,False,None,emory
8111,Cade Otton,8111,23,TB,449,nfl,Active,TE,Otton,otton,['TE'],Cade,None,cadeotton,True,TE,cade
4396,Drew Morgan,4396,27,None,9999999,nfl,Active,WR,Morgan,morgan,['WR'],Drew,None,drewmorgan,True,None,drew
8027,Tre Harbison,8027,23,None,9999999,nfl,Active,RB,Harbison,harbison,['RB'],Tre,Questionable,treharbison,True,None,tre
1330,Junior Hemingway,1330,29,None,9999999,nfl,Inactive,WR,Hemingway,hemingway,['WR'],Junior,None,juniorhemingway,False,None,junior
829,Andy Dalton,829,34,NO,563,nfl,Active,QB,Dalton,dalton,['QB'],Andy,None,andydalton,True,QB,andy
5264,Blake Mack,5264,25,None,9999999,nfl,Active,TE,Mack,mack,['TE'],Blake,None,blakemack,True,None,blake
1747,Matthew McGloin,1747,30,None,9999999,nfl,Inactive,QB,McGloin,mcgloin,['QB'],Matthew,None,matthewmcgloin,False,None,matthew
6685,Jalen Greene,6685,25,None,9999999,nfl,Active,WR,Greene,greene,['WR'],Jalen,None,jalengreene,True,None,jalen
3257,Jacoby Brissett,3257,29,CLE,303,nfl,Active,QB,Brissett,brissett,['QB'],Jacoby,None,jacobybrissett,True,QB,jacoby
7839,Evan McPherson,7839,23,CIN,113,nfl,Active,K,McPherson,mcpherson,['K'],Evan,None,evanmcpherson,True,PK,evan
609,Antone Smith,609,35,None,9999999,nfl,Inactive,RB,Smith,smith,['RB'],Antone,None,antonesmith,False,None,antone
8422,Travis Levy,8422,None,None,None,nfl,Active,RB,Levy,levy,['RB'],Travis,None,travislevy,True,None,travis
7555,Jamie Newman,7555,24,None,None,nfl,Inactive,QB,Newman,newman,['QB'],Jamie,None,jamienewman,True,None,jamie
5885,Ryan Finley,5885,27,None,509,nfl,Inactive,QB,Finley,finley,['QB'],Ryan,None,ryanfinley,True,None,ryan
155,Jerricho Cotchery,155,38,None,9999999,nfl,Inactive,WR,Cotchery,cotchery,['WR'],Jerricho,None,jerrichocotchery,False,None,jerricho
521,Jeff Cumberland,521,33,None,9999999,nfl,Inactive,TE,Cumberland,cumberland,['TE'],Jeff,None,jeffcumberland,False,None,jeff
3816,Brandon Brown-Dukes,3816,29,None,9999999,nfl,Active,RB,Brown-Dukes,browndukes,['RB'],Brandon,None,brandonbrowndukes,True,None,brandon
1433,Brandon McManus,1433,31,DEN,155,nfl,Active,K,McManus,mcmanus,['K'],Brandon,None,brandonmcmanus,True,KOS,brandon
1750,Giorgio Tavecchio,1750,31,None,9999999,nfl,Inactive,K,Tavecchio,tavecchio,['K'],Giorgio,None,giorgiotavecchio,False,None,giorgio
4721,Shakeir Ryan,4721,26,None,9999999,nfl,Active,WR,Ryan,ryan,['WR'],Shakeir,None,shakeirryan,True,None,shakeir
3797,Bryce Treggs,3797,27,None,9999999,nfl,Inactive,WR,Treggs,treggs,['WR'],Bryce,None,brycetreggs,False,None,bryce
6692,Joe Horn,6692,27,None,9999999,nfl,Active,WR,Horn,horn,['WR'],Joe,None,joehorn,True,None,joe
2580,Titus Davis,2580,29,None,9999999,nfl,Active,WR,Davis,davis,['WR'],Titus,None,titusdavis,True,None,titus
882,David Ausberry,882,29,None,9999999,nfl,Inactive,TE,Ausberry,ausberry,['TE'],David,None,davidausberry,False,None,david
4829,Daniel Williams,4829,26,None,9999999,nfl,Active,WR,Williams,williams,['WR'],Daniel,None,danielwilliams,True,None,daniel
5115,David Williams,5115,27,None,9999999,nfl,Inactive,RB,Williams,williams,['RB'],David,None,davidwilliams,False,None,david
1652,Terrell Sinkfield,1652,31,None,9999999,nfl,Active,WR,Sinkfield,sinkfield,['WR'],Terrell,None,terrellsinkfield,True,SWR,terrell
7580,Khalil McClain,7580,22,None,None,nfl,Active,WR,McClain,mcclain,['WR'],Khalil,None,khalilmcclain,True,None,khalil
697,Leon Washington,697,35,None,9999999,nfl,Inactive,RB,Washington,washington,['RB'],Leon,None,leonwashington,False,None,leon
228,Fred Jackson,228,39,None,9999999,nfl,Inactive,RB,Jackson,jackson,['RB'],Fred,None,fredjackson,False,None,fred
7353,Bryce Sterk,7353,25,None,9999999,nfl,Inactive,TE,Sterk,sterk,['DL'],Bryce,None,brycesterk,True,None,bryce
5092,Troy Fumagalli,5092,27,SF,622,nfl,Active,TE,Fumagalli,fumagalli,['TE'],Troy,None,troyfumagalli,True,None,troy
1130,Cyrus Gray,1130,28,None,9999999,nfl,Inactive,RB,Gray,gray,['RB'],Cyrus,None,cyrusgray,False,None,cyrus
1067,Marvin Jones,1067,32,JAX,219,nfl,Active,WR,Jones,jones,['WR'],Marvin,None,marvinjones,True,LWR,marvin
8095,Graham Adomitis,8095,25,None,None,nfl,Active,TE,Adomitis,adomitis,['TE'],Graham,None,grahamadomitis,True,None,graham
686,Shaun Hill,686,40,None,9999999,nfl,Inactive,QB,Hill,hill,['QB'],Shaun,None,shaunhill,False,None,shaun
5245,Troy Mangen,5245,27,None,9999999,nfl,Active,TE,Mangen,mangen,['TE'],Troy,None,troymangen,True,None,troy
340,Lex Hilliard,340,33,None,9999999,nfl,Inactive,RB,Hilliard,hilliard,['RB'],Lex,None,lexhilliard,False,None,lex
8117,Jalen Tolbert,8117,23,DAL,171,nfl,Active,WR,Tolbert,tolbert,['WR'],Jalen,None,jalentolbert,True,RWR,jalen
3863,Joe Licata,3863,25,None,9999999,nfl,Inactive,QB,Licata,licata,['QB'],Joe,None,joelicata,False,None,joe
5431,Shay Fields,5431,25,None,9999999,nfl,Active,WR,Fields,fields,['WR'],Shay,None,shayfields,True,None,shay
5261,Jester Weah,5261,26,None,1445,nfl,Active,WR,Weah,weah,['WR'],Jester,None,jesterweah,True,None,jester
258,Ronnie Brown,258,35,None,9999999,nfl,Inactive,RB,Brown,brown,['RB'],Ronnie,None,ronniebrown,False,None,ronnie
7161,Shane Leatherbury,7161,24,None,9999999,nfl,Active,WR,Leatherbury,leatherbury,['WR'],Shane,None,shaneleatherbury,True,None,shane
2581,Jahwan Edwards,2581,26,None,9999999,nfl,Inactive,RB,Edwards,edwards,['RB'],Jahwan,None,jahwanedwards,False,None,jahwan
885,Richard Gordon,885,33,None,9999999,nfl,Inactive,TE,Gordon,gordon,['TE'],Richard,None,richardgordon,False,None,richard
5,Dallas Clark,5,38,None,9999999,nfl,Inactive,TE,Clark,clark,['TE'],Dallas,None,dallasclark,False,None,dallas
3803,Elijhaa Penny,3803,28,None,9999999,nfl,Active,RB,Penny,penny,['RB'],Elijhaa,None,elijhaapenny,True,None,elijhaa
6540,DeAndre Thompkins,6540,26,GB,9999999,nfl,Inactive,WR,Thompkins,thompkins,['WR'],DeAndre,Questionable,deandrethompkins,True,None,deandre
564,Dexter McCluster,564,32,None,9999999,nfl,Inactive,RB,McCluster,mccluster,['RB'],Dexter,None,dextermccluster,False,None,dexter
7944,Mike Strachan,7944,25,IND,9999999,nfl,Active,WR,Strachan,strachan,['WR'],Mike,None,mikestrachan,True,LWR,mike
2593,Antwan Goodley,2593,30,None,9999999,nfl,Inactive,WR,Goodley,goodley,['WR'],Antwan,None,antwangoodley,True,None,antwan
6605,Cortrelle Simpson,6605,25,None,9999999,nfl,Inactive,WR,Simpson,simpson,['WR'],Cortrelle,None,cortrellesimpson,True,None,cortrelle
1915,Rob Blanchflower,1915,27,None,9999999,nfl,Inactive,TE,Blanchflower,blanchflower,['TE'],Rob,None,robblanchflower,False,None,rob
7546,Tre Nixon,7546,24,NE,308,nfl,Active,WR,Nixon,nixon,['WR'],Tre,None,trenixon,True,SWR,tre
3372,Rico Gathers,3372,28,None,9999999,nfl,Inactive,TE,Gathers,gathers,['TE'],Rico,None,ricogathers,False,None,rico
5665,Darren Andrews,5665,None,None,9999999,nfl,Inactive,WR,Andrews,andrews,['WR'],Darren,None,darrenandrews,False,None,darren
1564,Benny Cunningham,1564,31,None,9999999,nfl,Inactive,RB,Cunningham,cunningham,['RB'],Benny,None,bennycunningham,False,None,benny
8136,Rachaad White,8136,23,TB,140,nfl,Active,RB,White,white,['RB'],Rachaad,None,rachaadwhite,True,RB,rachaad
278,Kevin Kolb,278,33,None,9999999,nfl,Inactive,QB,Kolb,kolb,['QB'],Kevin,None,kevinkolb,False,None,kevin
6361,Raphael Leonard,6361,24,None,9999999,nfl,Active,WR,Leonard,leonard,['WR'],Raphael,None,raphaelleonard,True,None,raphael
4289,Ishmael Zamora,4289,26,None,9999999,nfl,Active,WR,Zamora,zamora,['WR'],Ishmael,None,ishmaelzamora,True,None,ishmael
7946,Jack Stoll,7946,24,PHI,636,nfl,Active,TE,Stoll,stoll,['TE'],Jack,None,jackstoll,True,TE,jack
462,Brett Favre,462,48,None,9999999,nfl,Inactive,QB,Favre,favre,['QB'],Brett,None,brettfavre,False,None,brett
1466,Travis Kelce,1466,32,KC,13,nfl,Active,TE,Kelce,kelce,['TE'],Travis,None,traviskelce,True,LTE,travis
6697,Floyd Allen,6697,25,None,9999999,nfl,Active,WR,Allen,allen,['WR'],Floyd,None,floydallen,True,None,floyd
4839,Mitch Leidner,4839,27,None,9999999,nfl,Active,QB,Leidner,leidner,['QB'],Mitch,None,mitchleidner,True,None,mitch
4878,Brandon Zylstra,4878,29,CAR,9999999,nfl,Active,WR,Zylstra,zylstra,['WR'],Brandon,None,brandonzylstra,True,LWR,brandon
6963,Patrick Taylor,6963,24,GB,263,nfl,Active,RB,Taylor,taylor,['RB'],Patrick,None,patricktaylor,True,None,patrick
7601,Rondale Moore,7601,22,ARI,153,nfl,Active,WR,Moore,moore,['WR'],Rondale,None,rondalemoore,True,SWR,rondale
8414,Britain Covey,8414,None,PHI,398,nfl,Active,WR,Covey,covey,['WR'],Britain,None,britaincovey,True,SWR,britain
2430,Javorius Allen,2430,30,None,9999999,nfl,Active,RB,Allen,allen,['RB'],Javorius,None,javoriusallen,True,None,javorius
2019,Aaron Murray,2019,29,None,9999999,nfl,Inactive,QB,Murray,murray,['QB'],Aaron,None,aaronmurray,False,None,aaron
3664,J.D. McKissic,3664,29,WAS,174,nfl,Active,RB,McKissic,mckissic,['RB'],J.D.,Questionable,jdmckissic,True,RB,jd
1901,Isaiah Crowell,1901,29,None,782,nfl,Inactive,RB,Crowell,crowell,['RB'],Isaiah,Questionable,isaiahcrowell,False,None,isaiah
5873,Riley Ridley,5873,25,None,402,nfl,Active,WR,Ridley,ridley,['WR'],Riley,None,rileyridley,True,None,riley
7174,Juwan Green,7174,24,None,681,nfl,Active,WR,Green,green,['WR'],Juwan,None,juwangreen,True,None,juwan
974,Ryan Williams,974,27,None,9999999,nfl,Inactive,RB,Williams,williams,['RB'],Ryan,None,ryanwilliams,False,None,ryan
411,Jeremy Maclin,411,32,None,9999999,nfl,Inactive,WR,Maclin,maclin,['WR'],Jeremy,None,jeremymaclin,False,None,jeremy
3296,Seth DeValve,3296,28,None,1013,nfl,Inactive,TE,DeValve,devalve,['TE'],Seth,None,sethdevalve,True,None,seth
260,Josh Johnson,260,36,DEN,346,nfl,Active,QB,Johnson,johnson,['QB'],Josh,None,joshjohnson,True,QB,josh
2078,Odell Beckham,2078,29,None,65,nfl,Active,WR,Beckham,beckham,['WR'],Odell,Questionable,odellbeckham,True,None,odell
5714,Tim Wilson,5714,27,None,9999999,nfl,Active,WR,Wilson,wilson,['WR'],Tim,None,timwilson,True,None,tim
8088,Kalif Jackson,8088,None,MIA,None,nfl,Active,TE,Jackson,jackson,['TE'],Kalif,None,kalifjackson,True,None,kalif
3935,Alex Chisum,3935,None,None,9999999,nfl,Inactive,WR,Chisum,chisum,['WR'],Alex,None,alexchisum,False,None,alex
7466,Nathan Cottrell,7466,26,None,9999999,nfl,Active,RB,Cottrell,cottrell,['RB'],Nathan,Questionable,nathancottrell,True,None,nathan
4184,Bucky Hodges,4184,26,None,9999999,nfl,Active,TE,Hodges,hodges,['TE'],Bucky,None,buckyhodges,True,None,bucky
2573,DaVaris Daniels,2573,24,None,9999999,nfl,Inactive,WR,Daniels,daniels,['WR'],DaVaris,None,davarisdaniels,False,None,davaris
6168,John Ursua,6168,28,None,9999999,nfl,Inactive,WR,Ursua,ursua,['WR'],John,Questionable,johnursua,True,None,john
7532,Rakeem Boyd,7532,None,None,None,nfl,Inactive,RB,Boyd,boyd,['RB'],Rakeem,None,rakeemboyd,True,None,rakeem
5089,Mike White,5089,27,NYJ,9999999,nfl,Active,QB,White,white,['QB'],Mike,None,mikewhite,True,QB,mike
121,LeRon McClain,121,32,None,9999999,nfl,Inactive,RB,McClain,mcclain,['RB'],LeRon,None,leronmcclain,False,None,leron
3762,Brandon Shippen,3762,27,None,9999999,nfl,Active,WR,Shippen,shippen,['WR'],Brandon,None,brandonshippen,True,None,brandon
6606,Nick Fitzgerald,6606,25,None,9999999,nfl,Active,QB,Fitzgerald,fitzgerald,['QB'],Nick,None,nickfitzgerald,True,None,nick
1454,Montee Ball,1454,27,None,9999999,nfl,Inactive,RB,Ball,ball,['RB'],Montee,None,monteeball,False,None,montee
2309,Amari Cooper,2309,28,CLE,60,nfl,Active,WR,Cooper,cooper,['WR'],Amari,None,amaricooper,True,LWR,amari
5216,Ervin Philips,5216,None,None,9999999,nfl,Inactive,WR,Philips,philips,['WR'],Ervin,NA,ervinphilips,False,None,ervin
6959,LeVante Bellamy,6959,25,None,9999999,nfl,Active,RB,Bellamy,bellamy,['RB'],LeVante,None,levantebellamy,True,None,levante
3727,Dennis Parks,3727,24,None,9999999,nfl,Inactive,WR,Parks,parks,['WR'],Dennis,None,dennisparks,False,None,dennis
7670,Joshua Palmer,7670,22,LAC,202,nfl,Active,WR,Palmer,palmer,['WR'],Joshua,None,joshuapalmer,True,RWR,joshua
8419,Stanley Berryhill,8419,None,ATL,9999999,nfl,Active,WR,Berryhill,berryhill,['WR'],Stanley,None,stanleyberryhill,True,SWR,stanley
2165,Dominique Williams,2165,29,None,9999999,nfl,Inactive,RB,Williams,williams,['RB'],Dominique,None,dominiquewilliams,False,None,dominique
1049,Ryan Tannehill,1049,34,TEN,214,nfl,Active,QB,Tannehill,tannehill,['QB'],Ryan,None,ryantannehill,True,QB,ryan
5009,Chris Herndon,5009,26,None,9999999,nfl,Active,TE,Herndon,herndon,['TE'],Chris,None,chrisherndon,True,None,chris
4832,Andrew Price,4832,28,None,9999999,nfl,Active,TE,Price,price,['TE'],Andrew,None,andrewprice,True,None,andrew
19,Joe Flacco,19,37,NYJ,9999999,nfl,Active,QB,Flacco,flacco,['QB'],Joe,None,joeflacco,True,QB,joe
8915,Drew Plitt,8915,24,None,9999999,nfl,Active,QB,Plitt,plitt,['QB'],Drew,None,drewplitt,True,None,drew
4791,Darius Victor,4791,27,None,9999999,nfl,Active,RB,Victor,victor,['RB'],Darius,None,dariusvictor,True,None,darius
3202,Austin Hooper,3202,27,TEN,200,nfl,Active,TE,Hooper,hooper,['TE'],Austin,None,austinhooper,True,LTE,austin
2673,Damiere Byrd,2673,29,ATL,269,nfl,Active,WR,Byrd,byrd,['WR'],Damiere,None,damierebyrd,True,LWR,damiere
698,Charlie Whitehurst,698,38,None,9999999,nfl,Inactive,QB,Whitehurst,whitehurst,['QB'],Charlie,None,charliewhitehurst,False,None,charlie
6762,Darion Clark,6762,27,None,9999999,nfl,Inactive,TE,Clark,clark,['TE'],Darion,None,darionclark,True,None,darion
2921,Taylor Sloat,2921,None,None,9999999,nfl,Inactive,TE,Sloat,sloat,['TE'],Taylor,None,taylorsloat,False,None,taylor
8676,Rashid Shaheed,8676,23,NO,9999999,nfl,Active,WR,Shaheed,shaheed,['WR'],Rashid,None,rashidshaheed,True,SWR,rashid
2699,Cameron Meredith,2699,29,None,9999999,nfl,Inactive,WR,Meredith,meredith,['WR'],Cameron,None,cameronmeredith,False,None,cameron
5290,Deontay Burnett,5290,24,None,1461,nfl,Inactive,WR,Burnett,burnett,['WR'],Deontay,None,deontayburnett,True,None,deontay
2862,Tony Johnson,2862,25,None,9999999,nfl,Inactive,K,Johnson,johnson,['K'],Tony,None,tonyjohnson,False,None,tony
1293,Jeremy Stewart,1293,28,None,9999999,nfl,Inactive,RB,Stewart,stewart,['RB'],Jeremy,None,jeremystewart,False,None,jeremy
6592,Dontae Strickland,6592,24,None,9999999,nfl,Active,RB,Strickland,strickland,['RB'],Dontae,None,dontaestrickland,True,None,dontae
474,Hakeem Nicks,474,32,None,9999999,nfl,Inactive,WR,Nicks,nicks,['WR'],Hakeem,None,hakeemnicks,False,None,hakeem
5117,Jordan Thomas,5117,25,None,9999999,nfl,Active,TE,Thomas,thomas,['TE'],Jordan,Questionable,jordanthomas,True,None,jordan
8135,Treylon Burks,8135,22,TEN,82,nfl,Active,WR,Burks,burks,['WR'],Treylon,None,treylonburks,True,RWR,treylon
3486,Chris Brown,3486,28,None,9999999,nfl,Active,WR,Brown,brown,['WR'],Chris,None,chrisbrown,True,None,chris
4199,Aaron Jones,4199,27,GB,18,nfl,Active,RB,Jones,jones,['RB'],Aaron,None,aaronjones,True,RB,aaron
5401,Armanti Foreman,5401,None,None,972,nfl,Active,WR,Foreman,foreman,['WR'],Armanti,None,armantiforeman,True,None,armanti
5692,Ryan Santoso,5692,27,None,367,nfl,Active,K,Santoso,santoso,"['P', 'K']",Ryan,None,ryansantoso,True,None,ryan
2924,Duplicate Player,2924,24,None,9999999,nfl,Inactive,TE,Player,player,['TE'],Duplicate,None,duplicateplayer,False,None,duplicate
6967,Aaron Fuller,6967,24,SEA,306,nfl,Active,WR,Fuller,fuller,['WR'],Aaron,None,aaronfuller,True,SWR,aaron
7109,Malcolm Perry,7109,25,None,9999999,nfl,Active,WR,Perry,perry,['WR'],Malcolm,None,malcolmperry,True,None,malcolm
102,Josh Brown,102,41,None,9999999,nfl,Inactive,K,Brown,brown,['K'],Josh,None,joshbrown,False,None,josh
3599,Dez Stewart,3599,28,None,9999999,nfl,Inactive,WR,Stewart,stewart,['WR'],Dez,None,dezstewart,True,None,dez
4322,Dalton Crossan,4322,27,None,9999999,nfl,Inactive,RB,Crossan,crossan,['RB'],Dalton,None,daltoncrossan,True,None,dalton
6957,James Proche,6957,25,BAL,473,nfl,Active,WR,Proche,proche,['WR'],James,Questionable,jamesproche,True,SWR,james
7988,Riley Lees,7988,None,None,None,nfl,Active,WR,Lees,lees,['WR'],Riley,None,rileylees,True,None,riley
7978,Tre Walker,7978,None,None,None,nfl,Inactive,WR,Walker,walker,['WR'],Tre,None,trewalker,True,None,tre
1880,Lorenzo Taliaferro,1880,28,None,9999999,nfl,Inactive,RB,Taliaferro,taliaferro,['RB'],Lorenzo,None,lorenzotaliaferro,False,None,lorenzo
4914,Glen Coffee,4914,30,SF,9999999,nfl,Active,RB,Coffee,coffee,['RB'],Glen,None,glencoffee,False,None,glen
4519,Devine Redding,4519,25,None,9999999,nfl,Active,RB,Redding,redding,['RB'],Devine,None,devineredding,True,None,devine
7624,Carson Williams,7624,None,None,None,nfl,Inactive,TE,Williams,williams,['TE'],Carson,None,carsonwilliams,True,None,carson
2519,Neal Sterling,2519,29,None,9999999,nfl,Inactive,TE,Sterling,sterling,['TE'],Neal,None,nealsterling,False,None,neal
3957,Blake Sims,3957,30,None,9999999,nfl,Active,QB,Sims,sims,['QB'],Blake,None,blakesims,True,None,blake
8121,Romeo Doubs,8121,22,GB,161,nfl,Active,WR,Doubs,doubs,['WR'],Romeo,None,romeodoubs,True,RWR,romeo
5143,Demario Richard,5143,25,None,997,nfl,Active,RB,Richard,richard,['RB'],Demario,None,demariorichard,True,None,demario
6783,Jerry Jeudy,6783,23,DEN,51,nfl,Active,WR,Jeudy,jeudy,['WR'],Jerry,None,jerryjeudy,True,SWR,jerry
5625,Cam Phillips,5625,26,None,1496,nfl,Inactive,WR,Phillips,phillips,['WR'],Cam,None,camphillips,False,None,cam
2544,Tre McBride,2544,27,None,9999999,nfl,Inactive,WR,McBride,mcbride,['WR'],Tre,None,tremcbride,False,None,tre
1990,Stephen Morris,1990,28,None,9999999,nfl,Inactive,QB,Morris,morris,['QB'],Stephen,None,stephenmorris,False,None,stephen
8235,Samori Toure,8235,24,GB,598,nfl,Active,WR,Toure,toure,['WR'],Samori,None,samoritoure,True,SWR,samori
5809,Ja'Quan Gardner,5809,None,None,9999999,nfl,Active,RB,Gardner,gardner,['RB'],Ja'Quan,None,jaquangardner,True,None,jaquan
4996,Kyle Lauletta,4996,26,None,612,nfl,Active,QB,Lauletta,lauletta,['QB'],Kyle,None,kylelauletta,True,None,kyle
6552,Malik Henry,6552,24,None,9999999,nfl,Active,WR,Henry,henry,['WR'],Malik,None,malikhenry,True,None,malik
3178,Josh Doctson,3178,29,None,9999999,nfl,Active,WR,Doctson,doctson,['WR'],Josh,None,joshdoctson,True,None,josh
5947,Jakobi Meyers,5947,25,NE,168,nfl,Active,WR,Meyers,meyers,['WR'],Jakobi,Questionable,jakobimeyers,True,SWR,jakobi
7531,Feleipe Franks,7531,24,ATL,342,nfl,Active,QB,Franks,franks,['QB'],Feleipe,None,feleipefranks,True,QB,feleipe
1206,Isaiah Pead,1206,30,None,9999999,nfl,Inactive,RB,Pead,pead,['RB'],Isaiah,None,isaiahpead,False,None,isaiah
8190,Abram Smith,8190,23,None,507,nfl,Active,RB,Smith,smith,['RB'],Abram,None,abramsmith,True,None,abram
8224,Cole Kelley,8224,24,None,9999999,nfl,Active,QB,Kelley,kelley,['QB'],Cole,None,colekelley,True,None,cole
1263,Bernard Pierce,1263,29,None,9999999,nfl,Inactive,RB,Pierce,pierce,['RB'],Bernard,None,bernardpierce,False,None,bernard
5774,Cam Serigne,5774,27,None,9999999,nfl,Active,TE,Serigne,serigne,['TE'],Cam,None,camserigne,True,None,cam
4728,Bart Houston,4728,29,None,9999999,nfl,Active,QB,Houston,houston,['QB'],Bart,None,barthouston,True,None,bart
3280,Tyler Ervin,3280,28,None,376,nfl,Inactive,RB,Ervin,ervin,['RB'],Tyler,Questionable,tylerervin,True,None,tyler
4778,Reggie Davis,4778,26,None,9999999,nfl,Inactive,WR,Davis,davis,['WR'],Reggie,None,reggiedavis,False,None,reggie
1106,Vick Ballard,1106,30,None,9999999,nfl,Inactive,RB,Ballard,ballard,['RB'],Vick,None,vickballard,False,None,vick
1009,Bryan Walters,1009,32,None,9999999,nfl,Injured Reserve,WR,Walters,walters,['WR'],Bryan,None,bryanwalters,False,None,bryan
4730,Sam Cotton,4730,27,None,9999999,nfl,Active,TE,Cotton,cotton,['TE'],Sam,None,samcotton,True,None,sam
5872,Deebo Samuel,5872,26,SF,20,nfl,Active,WR,Samuel,samuel,['WR'],Deebo,Questionable,deebosamuel,True,RWR,deebo
4037,Chris Godwin,4037,26,TB,62,nfl,Active,WR,Godwin,godwin,['WR'],Chris,Questionable,chrisgodwin,True,RWR,chris
4815,Brian Riley,4815,26,None,9999999,nfl,Active,WR,Riley,riley,['WR'],Brian,None,brianriley,True,None,brian
